GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMWHE001,NAME_M,AMWHM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place/Remainder Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,American Indian Trust Land/ Hawaiian Home Land Indicator,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2019-2021, 116th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Principal City Indicator,Public Use Microdata Area Code,Census Geographic Identifier,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Median value (dollars),Margins of error: Area Name,Margins of error: Median value (dollars)
G4803210,2016-2020,TX,,,Texas,48,Matagorda County,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48321,,,"Matagorda County, Texas",47800,"Matagorda County, Texas",11946
G4803230,2016-2020,TX,,,Texas,48,Maverick County,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48323,,,"Maverick County, Texas",38700,"Maverick County, Texas",6868
G4803250,2016-2020,TX,,,Texas,48,Medina County,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48325,,,"Medina County, Texas",74100,"Medina County, Texas",8724
G4803270,2016-2020,TX,,,Texas,48,Menard County,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48327,,,"Menard County, Texas",,"Menard County, Texas",
G4803290,2016-2020,TX,,,Texas,48,Midland County,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48329,,,"Midland County, Texas",58300,"Midland County, Texas",13999
G4803310,2016-2020,TX,,,Texas,48,Milam County,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48331,,,"Milam County, Texas",77300,"Milam County, Texas",11675
G4803330,2016-2020,TX,,,Texas,48,Mills County,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48333,,,"Mills County, Texas",122500,"Mills County, Texas",30905
G4803350,2016-2020,TX,,,Texas,48,Mitchell County,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48335,,,"Mitchell County, Texas",34900,"Mitchell County, Texas",21596
G4803370,2016-2020,TX,,,Texas,48,Montague County,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48337,,,"Montague County, Texas",45300,"Montague County, Texas",18226
G4803390,2016-2020,TX,,,Texas,48,Montgomery County,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48339,,,"Montgomery County, Texas",77900,"Montgomery County, Texas",4006
G4803410,2016-2020,TX,,,Texas,48,Moore County,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48341,,,"Moore County, Texas",34400,"Moore County, Texas",22342
G4803430,2016-2020,TX,,,Texas,48,Morris County,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48343,,,"Morris County, Texas",34400,"Morris County, Texas",23056
G4803450,2016-2020,TX,,,Texas,48,Motley County,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48345,,,"Motley County, Texas",,"Motley County, Texas",
G4803470,2016-2020,TX,,,Texas,48,Nacogdoches County,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48347,,,"Nacogdoches County, Texas",40700,"Nacogdoches County, Texas",5521
G4803490,2016-2020,TX,,,Texas,48,Navarro County,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48349,,,"Navarro County, Texas",64500,"Navarro County, Texas",8339
G4803510,2016-2020,TX,,,Texas,48,Newton County,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48351,,,"Newton County, Texas",49200,"Newton County, Texas",10018
G4803530,2016-2020,TX,,,Texas,48,Nolan County,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48353,,,"Nolan County, Texas",57500,"Nolan County, Texas",15518
G4803550,2016-2020,TX,,,Texas,48,Nueces County,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48355,,,"Nueces County, Texas",30300,"Nueces County, Texas",9729
G4803570,2016-2020,TX,,,Texas,48,Ochiltree County,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48357,,,"Ochiltree County, Texas",30800,"Ochiltree County, Texas",16962
G4803590,2016-2020,TX,,,Texas,48,Oldham County,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48359,,,"Oldham County, Texas",48800,"Oldham County, Texas",10157
G4803610,2016-2020,TX,,,Texas,48,Orange County,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48361,,,"Orange County, Texas",57000,"Orange County, Texas",8195
G4803630,2016-2020,TX,,,Texas,48,Palo Pinto County,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48363,,,"Palo Pinto County, Texas",86400,"Palo Pinto County, Texas",15076
G4803650,2016-2020,TX,,,Texas,48,Panola County,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48365,,,"Panola County, Texas",54000,"Panola County, Texas",12874
G4803670,2016-2020,TX,,,Texas,48,Parker County,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48367,,,"Parker County, Texas",79600,"Parker County, Texas",8590
G4803690,2016-2020,TX,,,Texas,48,Parmer County,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48369,,,"Parmer County, Texas",,"Parmer County, Texas",
G4803710,2016-2020,TX,,,Texas,48,Pecos County,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48371,,,"Pecos County, Texas",,"Pecos County, Texas",
G4803730,2016-2020,TX,,,Texas,48,Polk County,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48373,,,"Polk County, Texas",44400,"Polk County, Texas",3113
G4803750,2016-2020,TX,,,Texas,48,Potter County,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48375,,,"Potter County, Texas",51200,"Potter County, Texas",10527
G4803770,2016-2020,TX,,,Texas,48,Presidio County,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48377,,,"Presidio County, Texas",43100,"Presidio County, Texas",30157
G4803790,2016-2020,TX,,,Texas,48,Rains County,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48379,,,"Rains County, Texas",65000,"Rains County, Texas",3978
G4803810,2016-2020,TX,,,Texas,48,Randall County,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48381,,,"Randall County, Texas",73000,"Randall County, Texas",12811
G4803830,2016-2020,TX,,,Texas,48,Reagan County,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48383,,,"Reagan County, Texas",,"Reagan County, Texas",
G4803850,2016-2020,TX,,,Texas,48,Real County,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48385,,,"Real County, Texas",74600,"Real County, Texas",64636
G4803870,2016-2020,TX,,,Texas,48,Red River County,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48387,,,"Red River County, Texas",72000,"Red River County, Texas",29551
G4803890,2016-2020,TX,,,Texas,48,Reeves County,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48389,,,"Reeves County, Texas",103300,"Reeves County, Texas",23293
G4803910,2016-2020,TX,,,Texas,48,Refugio County,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48391,,,"Refugio County, Texas",,"Refugio County, Texas",
G4803930,2016-2020,TX,,,Texas,48,Roberts County,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48393,,,"Roberts County, Texas",50000,"Roberts County, Texas",38728
G4803950,2016-2020,TX,,,Texas,48,Robertson County,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48395,,,"Robertson County, Texas",53200,"Robertson County, Texas",23002
G4803970,2016-2020,TX,,,Texas,48,Rockwall County,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48397,,,"Rockwall County, Texas",63600,"Rockwall County, Texas",5195
G4803990,2016-2020,TX,,,Texas,48,Runnels County,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48399,,,"Runnels County, Texas",53600,"Runnels County, Texas",42088
G4804010,2016-2020,TX,,,Texas,48,Rusk County,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48401,,,"Rusk County, Texas",71100,"Rusk County, Texas",11638
G4804030,2016-2020,TX,,,Texas,48,Sabine County,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48403,,,"Sabine County, Texas",55600,"Sabine County, Texas",19497
G4804050,2016-2020,TX,,,Texas,48,San Augustine County,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48405,,,"San Augustine County, Texas",49400,"San Augustine County, Texas",5665
G4804070,2016-2020,TX,,,Texas,48,San Jacinto County,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48407,,,"San Jacinto County, Texas",65600,"San Jacinto County, Texas",17123
G4804090,2016-2020,TX,,,Texas,48,San Patricio County,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48409,,,"San Patricio County, Texas",54800,"San Patricio County, Texas",20244
G4804110,2016-2020,TX,,,Texas,48,San Saba County,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48411,,,"San Saba County, Texas",48600,"San Saba County, Texas",25057
G4804130,2016-2020,TX,,,Texas,48,Schleicher County,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48413,,,"Schleicher County, Texas",47000,"Schleicher County, Texas",22593
G4804150,2016-2020,TX,,,Texas,48,Scurry County,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48415,,,"Scurry County, Texas",57600,"Scurry County, Texas",20761
G4804170,2016-2020,TX,,,Texas,48,Shackelford County,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48417,,,"Shackelford County, Texas",92300,"Shackelford County, Texas",89846
G4804190,2016-2020,TX,,,Texas,48,Shelby County,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48419,,,"Shelby County, Texas",25000,"Shelby County, Texas",3729
G4804210,2016-2020,TX,,,Texas,48,Sherman County,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48421,,,"Sherman County, Texas",,"Sherman County, Texas",
G4804230,2016-2020,TX,,,Texas,48,Smith County,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48423,,,"Smith County, Texas",58800,"Smith County, Texas",10648
G4804250,2016-2020,TX,,,Texas,48,Somervell County,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48425,,,"Somervell County, Texas",,"Somervell County, Texas",
G4804270,2016-2020,TX,,,Texas,48,Starr County,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48427,,,"Starr County, Texas",43100,"Starr County, Texas",4908
G4804290,2016-2020,TX,,,Texas,48,Stephens County,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48429,,,"Stephens County, Texas",32200,"Stephens County, Texas",23594
G4804310,2016-2020,TX,,,Texas,48,Sterling County,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48431,,,"Sterling County, Texas",,"Sterling County, Texas",
G4804330,2016-2020,TX,,,Texas,48,Stonewall County,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48433,,,"Stonewall County, Texas",9999,"Stonewall County, Texas",
G4804350,2016-2020,TX,,,Texas,48,Sutton County,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48435,,,"Sutton County, Texas",84300,"Sutton County, Texas",74196
G4804370,2016-2020,TX,,,Texas,48,Swisher County,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48437,,,"Swisher County, Texas",,"Swisher County, Texas",
G4804390,2016-2020,TX,,,Texas,48,Tarrant County,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48439,,,"Tarrant County, Texas",44600,"Tarrant County, Texas",5100
G4804410,2016-2020,TX,,,Texas,48,Taylor County,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48441,,,"Taylor County, Texas",50200,"Taylor County, Texas",7758
G4804430,2016-2020,TX,,,Texas,48,Terrell County,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48443,,,"Terrell County, Texas",,"Terrell County, Texas",
G4804450,2016-2020,TX,,,Texas,48,Terry County,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48445,,,"Terry County, Texas",48500,"Terry County, Texas",39737
G4804470,2016-2020,TX,,,Texas,48,Throckmorton County,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48447,,,"Throckmorton County, Texas",37500,"Throckmorton County, Texas",16258
G4804490,2016-2020,TX,,,Texas,48,Titus County,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48449,,,"Titus County, Texas",51700,"Titus County, Texas",5894
G4804510,2016-2020,TX,,,Texas,48,Tom Green County,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48451,,,"Tom Green County, Texas",37100,"Tom Green County, Texas",5010
G4804530,2016-2020,TX,,,Texas,48,Travis County,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48453,,,"Travis County, Texas",60100,"Travis County, Texas",8531
G4804550,2016-2020,TX,,,Texas,48,Trinity County,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48455,,,"Trinity County, Texas",52700,"Trinity County, Texas",5946
G4804570,2016-2020,TX,,,Texas,48,Tyler County,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48457,,,"Tyler County, Texas",44200,"Tyler County, Texas",9201
G4804590,2016-2020,TX,,,Texas,48,Upshur County,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48459,,,"Upshur County, Texas",55400,"Upshur County, Texas",7086
G4804610,2016-2020,TX,,,Texas,48,Upton County,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48461,,,"Upton County, Texas",61100,"Upton County, Texas",13704
G4804630,2016-2020,TX,,,Texas,48,Uvalde County,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48463,,,"Uvalde County, Texas",48000,"Uvalde County, Texas",8046
G4804650,2016-2020,TX,,,Texas,48,Val Verde County,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48465,,,"Val Verde County, Texas",44700,"Val Verde County, Texas",22205
G4804670,2016-2020,TX,,,Texas,48,Van Zandt County,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48467,,,"Van Zandt County, Texas",75800,"Van Zandt County, Texas",7183
G4804690,2016-2020,TX,,,Texas,48,Victoria County,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48469,,,"Victoria County, Texas",40900,"Victoria County, Texas",9380
G4804710,2016-2020,TX,,,Texas,48,Walker County,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48471,,,"Walker County, Texas",50600,"Walker County, Texas",7845
G4804730,2016-2020,TX,,,Texas,48,Waller County,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48473,,,"Waller County, Texas",90300,"Waller County, Texas",19911
G4804750,2016-2020,TX,,,Texas,48,Ward County,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48475,,,"Ward County, Texas",75500,"Ward County, Texas",18416
G4804770,2016-2020,TX,,,Texas,48,Washington County,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48477,,,"Washington County, Texas",59600,"Washington County, Texas",6657
G4804790,2016-2020,TX,,,Texas,48,Webb County,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48479,,,"Webb County, Texas",52200,"Webb County, Texas",2337
G4804810,2016-2020,TX,,,Texas,48,Wharton County,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48481,,,"Wharton County, Texas",55400,"Wharton County, Texas",16666
G4804830,2016-2020,TX,,,Texas,48,Wheeler County,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48483,,,"Wheeler County, Texas",,"Wheeler County, Texas",
G4804850,2016-2020,TX,,,Texas,48,Wichita County,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48485,,,"Wichita County, Texas",53300,"Wichita County, Texas",9357
G4804870,2016-2020,TX,,,Texas,48,Wilbarger County,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48487,,,"Wilbarger County, Texas",36100,"Wilbarger County, Texas",13647
G4804890,2016-2020,TX,,,Texas,48,Willacy County,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48489,,,"Willacy County, Texas",32300,"Willacy County, Texas",3063
G4804910,2016-2020,TX,,,Texas,48,Williamson County,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48491,,,"Williamson County, Texas",87500,"Williamson County, Texas",19289
G4804930,2016-2020,TX,,,Texas,48,Wilson County,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48493,,,"Wilson County, Texas",81400,"Wilson County, Texas",14009
G4804950,2016-2020,TX,,,Texas,48,Winkler County,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48495,,,"Winkler County, Texas",57800,"Winkler County, Texas",16486
G4804970,2016-2020,TX,,,Texas,48,Wise County,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48497,,,"Wise County, Texas",86300,"Wise County, Texas",5094
G4804990,2016-2020,TX,,,Texas,48,Wood County,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48499,,,"Wood County, Texas",56600,"Wood County, Texas",11592
G4805010,2016-2020,TX,,,Texas,48,Yoakum County,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48501,,,"Yoakum County, Texas",33400,"Yoakum County, Texas",25458
G4805030,2016-2020,TX,,,Texas,48,Young County,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48503,,,"Young County, Texas",54900,"Young County, Texas",28875
G4805050,2016-2020,TX,,,Texas,48,Zapata County,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48505,,,"Zapata County, Texas",41000,"Zapata County, Texas",19547
G4805070,2016-2020,TX,,,Texas,48,Zavala County,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48507,,,"Zavala County, Texas",36600,"Zavala County, Texas",12330
G4900010,2016-2020,UT,,,Utah,49,Beaver County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49001,,,"Beaver County, Utah",225000,"Beaver County, Utah",124438
G4900030,2016-2020,UT,,,Utah,49,Box Elder County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49003,,,"Box Elder County, Utah",,"Box Elder County, Utah",
G4900050,2016-2020,UT,,,Utah,49,Cache County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49005,,,"Cache County, Utah",25600,"Cache County, Utah",10751
G4900070,2016-2020,UT,,,Utah,49,Carbon County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49007,,,"Carbon County, Utah",55400,"Carbon County, Utah",23825
G4900090,2016-2020,UT,,,Utah,49,Daggett County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49009,,,"Daggett County, Utah",,"Daggett County, Utah",
G4900110,2016-2020,UT,,,Utah,49,Davis County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49011,,,"Davis County, Utah",28800,"Davis County, Utah",4093
G4900130,2016-2020,UT,,,Utah,49,Duchesne County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49013,,,"Duchesne County, Utah",62600,"Duchesne County, Utah",15572
G4900150,2016-2020,UT,,,Utah,49,Emery County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49015,,,"Emery County, Utah",28800,"Emery County, Utah",8823
G4900170,2016-2020,UT,,,Utah,49,Garfield County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49017,,,"Garfield County, Utah",74300,"Garfield County, Utah",35407
G4900190,2016-2020,UT,,,Utah,49,Grand County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49019,,,"Grand County, Utah",70700,"Grand County, Utah",41972
G4900210,2016-2020,UT,,,Utah,49,Iron County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49021,,,"Iron County, Utah",40100,"Iron County, Utah",23618
G4900230,2016-2020,UT,,,Utah,49,Juab County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49023,,,"Juab County, Utah",15800,"Juab County, Utah",13537
G4900250,2016-2020,UT,,,Utah,49,Kane County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49025,,,"Kane County, Utah",,"Kane County, Utah",
G4900270,2016-2020,UT,,,Utah,49,Millard County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49027,,,"Millard County, Utah",,"Millard County, Utah",
G4900290,2016-2020,UT,,,Utah,49,Morgan County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49029,,,"Morgan County, Utah",,"Morgan County, Utah",
G4900310,2016-2020,UT,,,Utah,49,Piute County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49031,,,"Piute County, Utah",107500,"Piute County, Utah",30114
G4900330,2016-2020,UT,,,Utah,49,Rich County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49033,,,"Rich County, Utah",,"Rich County, Utah",
G4900350,2016-2020,UT,,,Utah,49,Salt Lake County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49035,,,"Salt Lake County, Utah",33300,"Salt Lake County, Utah",5108
G4900370,2016-2020,UT,,,Utah,49,San Juan County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49037,,,"San Juan County, Utah",45400,"San Juan County, Utah",11308
G4900390,2016-2020,UT,,,Utah,49,Sanpete County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49039,,,"Sanpete County, Utah",86100,"Sanpete County, Utah",31506
G4900410,2016-2020,UT,,,Utah,49,Sevier County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49041,,,"Sevier County, Utah",88900,"Sevier County, Utah",41239
G4900430,2016-2020,UT,,,Utah,49,Summit County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49043,,,"Summit County, Utah",123700,"Summit County, Utah",76845
G4900450,2016-2020,UT,,,Utah,49,Tooele County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49045,,,"Tooele County, Utah",44800,"Tooele County, Utah",28074
G4900470,2016-2020,UT,,,Utah,49,Uintah County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49047,,,"Uintah County, Utah",63500,"Uintah County, Utah",24663
G4900490,2016-2020,UT,,,Utah,49,Utah County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49049,,,"Utah County, Utah",31600,"Utah County, Utah",5531
G4900510,2016-2020,UT,,,Utah,49,Wasatch County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49051,,,"Wasatch County, Utah",9999,"Wasatch County, Utah",
G4900530,2016-2020,UT,,,Utah,49,Washington County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49053,,,"Washington County, Utah",66100,"Washington County, Utah",16335
G4900550,2016-2020,UT,,,Utah,49,Wayne County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49055,,,"Wayne County, Utah",91900,"Wayne County, Utah",14112
G4900570,2016-2020,UT,,,Utah,49,Weber County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US49057,,,"Weber County, Utah",23500,"Weber County, Utah",5200
G5000010,2016-2020,VT,,,Vermont,50,Addison County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50001,,,"Addison County, Vermont",86300,"Addison County, Vermont",32881
G5000030,2016-2020,VT,,,Vermont,50,Bennington County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50003,,,"Bennington County, Vermont",41200,"Bennington County, Vermont",28303
G5000050,2016-2020,VT,,,Vermont,50,Caledonia County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50005,,,"Caledonia County, Vermont",63800,"Caledonia County, Vermont",9597
G5000070,2016-2020,VT,,,Vermont,50,Chittenden County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50007,,,"Chittenden County, Vermont",52900,"Chittenden County, Vermont",21828
G5000090,2016-2020,VT,,,Vermont,50,Essex County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50009,,,"Essex County, Vermont",48500,"Essex County, Vermont",10929
G5000110,2016-2020,VT,,,Vermont,50,Franklin County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50011,,,"Franklin County, Vermont",108300,"Franklin County, Vermont",13768
G5000130,2016-2020,VT,,,Vermont,50,Grand Isle County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50013,,,"Grand Isle County, Vermont",125000,"Grand Isle County, Vermont",47970
G5000150,2016-2020,VT,,,Vermont,50,Lamoille County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50015,,,"Lamoille County, Vermont",82000,"Lamoille County, Vermont",17392
G5000170,2016-2020,VT,,,Vermont,50,Orange County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50017,,,"Orange County, Vermont",79600,"Orange County, Vermont",9149
G5000190,2016-2020,VT,,,Vermont,50,Orleans County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50019,,,"Orleans County, Vermont",61400,"Orleans County, Vermont",9133
G5000210,2016-2020,VT,,,Vermont,50,Rutland County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50021,,,"Rutland County, Vermont",80300,"Rutland County, Vermont",8763
G5000230,2016-2020,VT,,,Vermont,50,Washington County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50023,,,"Washington County, Vermont",65200,"Washington County, Vermont",17325
G5000250,2016-2020,VT,,,Vermont,50,Windham County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50025,,,"Windham County, Vermont",55900,"Windham County, Vermont",11370
G5000270,2016-2020,VT,,,Vermont,50,Windsor County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US50027,,,"Windsor County, Vermont",78400,"Windsor County, Vermont",18811
G5100010,2016-2020,VA,,,Virginia,51,Accomack County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US51001,,,"Accomack County, Virginia",56700,"Accomack County, Virginia",13786
G5100030,2016-2020,VA,,,Virginia,51,Albemarle County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US51003,,,"Albemarle County, Virginia",58300,"Albemarle County, Virginia",54865
G5100050,2016-2020,VA,,,Virginia,51,Alleghany County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US51005,,,"Alleghany County, Virginia",45600,"Alleghany County, Virginia",28653
