GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMWHE001,NAME_M,AMWHM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place/Remainder Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,American Indian Trust Land/ Hawaiian Home Land Indicator,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2019-2021, 116th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Principal City Indicator,Public Use Microdata Area Code,Census Geographic Identifier,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Median value (dollars),Margins of error: Area Name,Margins of error: Median value (dollars)
G4800410,2016-2020,TX,,,Texas,48,Brazos County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48041,,,"Brazos County, Texas",48000,"Brazos County, Texas",6687
G4800430,2016-2020,TX,,,Texas,48,Brewster County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48043,,,"Brewster County, Texas",61100,"Brewster County, Texas",32361
G4800450,2016-2020,TX,,,Texas,48,Briscoe County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48045,,,"Briscoe County, Texas",,"Briscoe County, Texas",
G4800470,2016-2020,TX,,,Texas,48,Brooks County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48047,,,"Brooks County, Texas",62500,"Brooks County, Texas",60185
G4800490,2016-2020,TX,,,Texas,48,Brown County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48049,,,"Brown County, Texas",56600,"Brown County, Texas",5138
G4800510,2016-2020,TX,,,Texas,48,Burleson County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48051,,,"Burleson County, Texas",57200,"Burleson County, Texas",6893
G4800530,2016-2020,TX,,,Texas,48,Burnet County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48053,,,"Burnet County, Texas",88200,"Burnet County, Texas",6860
G4800550,2016-2020,TX,,,Texas,48,Caldwell County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48055,,,"Caldwell County, Texas",87500,"Caldwell County, Texas",11147
G4800570,2016-2020,TX,,,Texas,48,Calhoun County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48057,,,"Calhoun County, Texas",54600,"Calhoun County, Texas",16618
G4800590,2016-2020,TX,,,Texas,48,Callahan County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48059,,,"Callahan County, Texas",53900,"Callahan County, Texas",5223
G4800610,2016-2020,TX,,,Texas,48,Cameron County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48061,,,"Cameron County, Texas",30400,"Cameron County, Texas",2566
G4800630,2016-2020,TX,,,Texas,48,Camp County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48063,,,"Camp County, Texas",29400,"Camp County, Texas",6184
G4800650,2016-2020,TX,,,Texas,48,Carson County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48065,,,"Carson County, Texas",75900,"Carson County, Texas",12458
G4800670,2016-2020,TX,,,Texas,48,Cass County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48067,,,"Cass County, Texas",48700,"Cass County, Texas",17338
G4800690,2016-2020,TX,,,Texas,48,Castro County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48069,,,"Castro County, Texas",32700,"Castro County, Texas",10074
G4800710,2016-2020,TX,,,Texas,48,Chambers County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48071,,,"Chambers County, Texas",58800,"Chambers County, Texas",20840
G4800730,2016-2020,TX,,,Texas,48,Cherokee County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48073,,,"Cherokee County, Texas",45400,"Cherokee County, Texas",3883
G4800750,2016-2020,TX,,,Texas,48,Childress County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48075,,,"Childress County, Texas",,"Childress County, Texas",
G4800770,2016-2020,TX,,,Texas,48,Clay County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48077,,,"Clay County, Texas",62900,"Clay County, Texas",9799
G4800790,2016-2020,TX,,,Texas,48,Cochran County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48079,,,"Cochran County, Texas",13000,"Cochran County, Texas",9573
G4800810,2016-2020,TX,,,Texas,48,Coke County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48081,,,"Coke County, Texas",16400,"Coke County, Texas",5976
G4800830,2016-2020,TX,,,Texas,48,Coleman County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48083,,,"Coleman County, Texas",67200,"Coleman County, Texas",10693
G4800850,2016-2020,TX,,,Texas,48,Collin County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48085,,,"Collin County, Texas",67400,"Collin County, Texas",24345
G4800870,2016-2020,TX,,,Texas,48,Collingsworth County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48087,,,"Collingsworth County, Texas",,"Collingsworth County, Texas",
G4800890,2016-2020,TX,,,Texas,48,Colorado County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48089,,,"Colorado County, Texas",41700,"Colorado County, Texas",10271
G4800910,2016-2020,TX,,,Texas,48,Comal County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48091,,,"Comal County, Texas",88500,"Comal County, Texas",11248
G4800930,2016-2020,TX,,,Texas,48,Comanche County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48093,,,"Comanche County, Texas",47800,"Comanche County, Texas",44670
G4800950,2016-2020,TX,,,Texas,48,Concho County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48095,,,"Concho County, Texas",,"Concho County, Texas",
G4800970,2016-2020,TX,,,Texas,48,Cooke County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48097,,,"Cooke County, Texas",57900,"Cooke County, Texas",6830
G4800990,2016-2020,TX,,,Texas,48,Coryell County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48099,,,"Coryell County, Texas",64300,"Coryell County, Texas",13709
G4801010,2016-2020,TX,,,Texas,48,Cottle County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48101,,,"Cottle County, Texas",,"Cottle County, Texas",
G4801030,2016-2020,TX,,,Texas,48,Crane County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48103,,,"Crane County, Texas",,"Crane County, Texas",
G4801050,2016-2020,TX,,,Texas,48,Crockett County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48105,,,"Crockett County, Texas",,"Crockett County, Texas",
G4801070,2016-2020,TX,,,Texas,48,Crosby County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48107,,,"Crosby County, Texas",31600,"Crosby County, Texas",7064
G4801090,2016-2020,TX,,,Texas,48,Culberson County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48109,,,"Culberson County, Texas",,"Culberson County, Texas",
G4801110,2016-2020,TX,,,Texas,48,Dallam County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48111,,,"Dallam County, Texas",26600,"Dallam County, Texas",5960
G4801130,2016-2020,TX,,,Texas,48,Dallas County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48113,,,"Dallas County, Texas",30800,"Dallas County, Texas",3268
G4801150,2016-2020,TX,,,Texas,48,Dawson County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48115,,,"Dawson County, Texas",22200,"Dawson County, Texas",14158
G4801170,2016-2020,TX,,,Texas,48,Deaf Smith County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48117,,,"Deaf Smith County, Texas",27500,"Deaf Smith County, Texas",2180
G4801190,2016-2020,TX,,,Texas,48,Delta County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48119,,,"Delta County, Texas",,"Delta County, Texas",
G4801210,2016-2020,TX,,,Texas,48,Denton County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48121,,,"Denton County, Texas",36100,"Denton County, Texas",7748
G4801230,2016-2020,TX,,,Texas,48,DeWitt County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48123,,,"DeWitt County, Texas",42800,"DeWitt County, Texas",12533
G4801250,2016-2020,TX,,,Texas,48,Dickens County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48125,,,"Dickens County, Texas",57700,"Dickens County, Texas",17547
G4801270,2016-2020,TX,,,Texas,48,Dimmit County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48127,,,"Dimmit County, Texas",,"Dimmit County, Texas",
G4801290,2016-2020,TX,,,Texas,48,Donley County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48129,,,"Donley County, Texas",24600,"Donley County, Texas",10606
G4801310,2016-2020,TX,,,Texas,48,Duval County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48131,,,"Duval County, Texas",,"Duval County, Texas",
G4801330,2016-2020,TX,,,Texas,48,Eastland County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48133,,,"Eastland County, Texas",52300,"Eastland County, Texas",39591
G4801350,2016-2020,TX,,,Texas,48,Ector County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48135,,,"Ector County, Texas",58300,"Ector County, Texas",11913
G4801370,2016-2020,TX,,,Texas,48,Edwards County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48137,,,"Edwards County, Texas",,"Edwards County, Texas",
G4801390,2016-2020,TX,,,Texas,48,Ellis County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48139,,,"Ellis County, Texas",73100,"Ellis County, Texas",6322
G4801410,2016-2020,TX,,,Texas,48,El Paso County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48141,,,"El Paso County, Texas",39000,"El Paso County, Texas",3731
G4801430,2016-2020,TX,,,Texas,48,Erath County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48143,,,"Erath County, Texas",82300,"Erath County, Texas",9223
G4801450,2016-2020,TX,,,Texas,48,Falls County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48145,,,"Falls County, Texas",41400,"Falls County, Texas",13369
G4801470,2016-2020,TX,,,Texas,48,Fannin County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48147,,,"Fannin County, Texas",90500,"Fannin County, Texas",11075
G4801490,2016-2020,TX,,,Texas,48,Fayette County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48149,,,"Fayette County, Texas",93900,"Fayette County, Texas",21653
G4801510,2016-2020,TX,,,Texas,48,Fisher County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48151,,,"Fisher County, Texas",,"Fisher County, Texas",
G4801530,2016-2020,TX,,,Texas,48,Floyd County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48153,,,"Floyd County, Texas",46900,"Floyd County, Texas",30301
G4801550,2016-2020,TX,,,Texas,48,Foard County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48155,,,"Foard County, Texas",46900,"Foard County, Texas",33043
G4801570,2016-2020,TX,,,Texas,48,Fort Bend County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48157,,,"Fort Bend County, Texas",68100,"Fort Bend County, Texas",22326
G4801590,2016-2020,TX,,,Texas,48,Franklin County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48159,,,"Franklin County, Texas",53200,"Franklin County, Texas",44173
G4801610,2016-2020,TX,,,Texas,48,Freestone County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48161,,,"Freestone County, Texas",60000,"Freestone County, Texas",18027
G4801630,2016-2020,TX,,,Texas,48,Frio County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48163,,,"Frio County, Texas",,"Frio County, Texas",
G4801650,2016-2020,TX,,,Texas,48,Gaines County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48165,,,"Gaines County, Texas",155300,"Gaines County, Texas",53699
G4801670,2016-2020,TX,,,Texas,48,Galveston County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48167,,,"Galveston County, Texas",32200,"Galveston County, Texas",7360
G4801690,2016-2020,TX,,,Texas,48,Garza County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48169,,,"Garza County, Texas",41900,"Garza County, Texas",29876
G4801710,2016-2020,TX,,,Texas,48,Gillespie County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48171,,,"Gillespie County, Texas",112300,"Gillespie County, Texas",12463
G4801730,2016-2020,TX,,,Texas,48,Glasscock County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48173,,,"Glasscock County, Texas",,"Glasscock County, Texas",
G4801750,2016-2020,TX,,,Texas,48,Goliad County,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48175,,,"Goliad County, Texas",60300,"Goliad County, Texas",18601
G4801770,2016-2020,TX,,,Texas,48,Gonzales County,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48177,,,"Gonzales County, Texas",53000,"Gonzales County, Texas",5094
G4801790,2016-2020,TX,,,Texas,48,Gray County,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48179,,,"Gray County, Texas",40600,"Gray County, Texas",11831
G4801810,2016-2020,TX,,,Texas,48,Grayson County,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48181,,,"Grayson County, Texas",76100,"Grayson County, Texas",15130
G4801830,2016-2020,TX,,,Texas,48,Gregg County,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48183,,,"Gregg County, Texas",31700,"Gregg County, Texas",5410
G4801850,2016-2020,TX,,,Texas,48,Grimes County,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48185,,,"Grimes County, Texas",71800,"Grimes County, Texas",24224
G4801870,2016-2020,TX,,,Texas,48,Guadalupe County,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48187,,,"Guadalupe County, Texas",83200,"Guadalupe County, Texas",6356
G4801890,2016-2020,TX,,,Texas,48,Hale County,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48189,,,"Hale County, Texas",29000,"Hale County, Texas",3619
G4801910,2016-2020,TX,,,Texas,48,Hall County,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48191,,,"Hall County, Texas",28000,"Hall County, Texas",22089
G4801930,2016-2020,TX,,,Texas,48,Hamilton County,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48193,,,"Hamilton County, Texas",66500,"Hamilton County, Texas",4428
G4801950,2016-2020,TX,,,Texas,48,Hansford County,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48195,,,"Hansford County, Texas",60600,"Hansford County, Texas",48059
G4801970,2016-2020,TX,,,Texas,48,Hardeman County,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48197,,,"Hardeman County, Texas",,"Hardeman County, Texas",
G4801990,2016-2020,TX,,,Texas,48,Hardin County,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48199,,,"Hardin County, Texas",50600,"Hardin County, Texas",13765
G4802010,2016-2020,TX,,,Texas,48,Harris County,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48201,,,"Harris County, Texas",32700,"Harris County, Texas",2121
G4802030,2016-2020,TX,,,Texas,48,Harrison County,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48203,,,"Harrison County, Texas",59900,"Harrison County, Texas",9892
G4802050,2016-2020,TX,,,Texas,48,Hartley County,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48205,,,"Hartley County, Texas",51700,"Hartley County, Texas",27620
G4802070,2016-2020,TX,,,Texas,48,Haskell County,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48207,,,"Haskell County, Texas",26800,"Haskell County, Texas",22160
G4802090,2016-2020,TX,,,Texas,48,Hays County,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48209,,,"Hays County, Texas",93500,"Hays County, Texas",7913
G4802110,2016-2020,TX,,,Texas,48,Hemphill County,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48211,,,"Hemphill County, Texas",,"Hemphill County, Texas",
G4802130,2016-2020,TX,,,Texas,48,Henderson County,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48213,,,"Henderson County, Texas",54700,"Henderson County, Texas",6326
G4802150,2016-2020,TX,,,Texas,48,Hidalgo County,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48215,,,"Hidalgo County, Texas",38400,"Hidalgo County, Texas",1646
G4802170,2016-2020,TX,,,Texas,48,Hill County,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48217,,,"Hill County, Texas",65600,"Hill County, Texas",3007
G4802190,2016-2020,TX,,,Texas,48,Hockley County,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48219,,,"Hockley County, Texas",28200,"Hockley County, Texas",4303
G4802210,2016-2020,TX,,,Texas,48,Hood County,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48221,,,"Hood County, Texas",64300,"Hood County, Texas",7379
G4802230,2016-2020,TX,,,Texas,48,Hopkins County,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48223,,,"Hopkins County, Texas",47800,"Hopkins County, Texas",7663
G4802250,2016-2020,TX,,,Texas,48,Houston County,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48225,,,"Houston County, Texas",55100,"Houston County, Texas",11284
G4802270,2016-2020,TX,,,Texas,48,Howard County,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48227,,,"Howard County, Texas",65200,"Howard County, Texas",22887
G4802290,2016-2020,TX,,,Texas,48,Hudspeth County,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48229,,,"Hudspeth County, Texas",50600,"Hudspeth County, Texas",18377
G4802310,2016-2020,TX,,,Texas,48,Hunt County,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48231,,,"Hunt County, Texas",73300,"Hunt County, Texas",7293
G4802330,2016-2020,TX,,,Texas,48,Hutchinson County,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48233,,,"Hutchinson County, Texas",31900,"Hutchinson County, Texas",8393
G4802350,2016-2020,TX,,,Texas,48,Irion County,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48235,,,"Irion County, Texas",23800,"Irion County, Texas",2890
G4802370,2016-2020,TX,,,Texas,48,Jack County,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48237,,,"Jack County, Texas",70600,"Jack County, Texas",17852
G4802390,2016-2020,TX,,,Texas,48,Jackson County,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48239,,,"Jackson County, Texas",71000,"Jackson County, Texas",8955
G4802410,2016-2020,TX,,,Texas,48,Jasper County,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48241,,,"Jasper County, Texas",66700,"Jasper County, Texas",8948
G4802430,2016-2020,TX,,,Texas,48,Jeff Davis County,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48243,,,"Jeff Davis County, Texas",,"Jeff Davis County, Texas",
G4802450,2016-2020,TX,,,Texas,48,Jefferson County,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48245,,,"Jefferson County, Texas",31000,"Jefferson County, Texas",10370
G4802470,2016-2020,TX,,,Texas,48,Jim Hogg County,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48247,,,"Jim Hogg County, Texas",105400,"Jim Hogg County, Texas",68177
G4802490,2016-2020,TX,,,Texas,48,Jim Wells County,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48249,,,"Jim Wells County, Texas",41200,"Jim Wells County, Texas",21265
G4802510,2016-2020,TX,,,Texas,48,Johnson County,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48251,,,"Johnson County, Texas",76100,"Johnson County, Texas",4739
G4802530,2016-2020,TX,,,Texas,48,Jones County,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48253,,,"Jones County, Texas",68800,"Jones County, Texas",24959
G4802550,2016-2020,TX,,,Texas,48,Karnes County,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48255,,,"Karnes County, Texas",65500,"Karnes County, Texas",16940
G4802570,2016-2020,TX,,,Texas,48,Kaufman County,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48257,,,"Kaufman County, Texas",73600,"Kaufman County, Texas",8141
G4802590,2016-2020,TX,,,Texas,48,Kendall County,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48259,,,"Kendall County, Texas",88000,"Kendall County, Texas",24338
G4802610,2016-2020,TX,,,Texas,48,Kenedy County,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48261,,,"Kenedy County, Texas",,"Kenedy County, Texas",
G4802630,2016-2020,TX,,,Texas,48,Kent County,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48263,,,"Kent County, Texas",106300,"Kent County, Texas",102947
G4802650,2016-2020,TX,,,Texas,48,Kerr County,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48265,,,"Kerr County, Texas",69900,"Kerr County, Texas",10901
G4802670,2016-2020,TX,,,Texas,48,Kimble County,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48267,,,"Kimble County, Texas",,"Kimble County, Texas",
G4802690,2016-2020,TX,,,Texas,48,King County,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48269,,,"King County, Texas",,"King County, Texas",
G4802710,2016-2020,TX,,,Texas,48,Kinney County,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48271,,,"Kinney County, Texas",46600,"Kinney County, Texas",5422
G4802730,2016-2020,TX,,,Texas,48,Kleberg County,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48273,,,"Kleberg County, Texas",28900,"Kleberg County, Texas",20673
G4802750,2016-2020,TX,,,Texas,48,Knox County,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48275,,,"Knox County, Texas",,"Knox County, Texas",
G4802770,2016-2020,TX,,,Texas,48,Lamar County,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48277,,,"Lamar County, Texas",58800,"Lamar County, Texas",20355
G4802790,2016-2020,TX,,,Texas,48,Lamb County,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48279,,,"Lamb County, Texas",80300,"Lamb County, Texas",36722
G4802810,2016-2020,TX,,,Texas,48,Lampasas County,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48281,,,"Lampasas County, Texas",118800,"Lampasas County, Texas",44678
G4802830,2016-2020,TX,,,Texas,48,La Salle County,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48283,,,"La Salle County, Texas",91300,"La Salle County, Texas",83020
G4802850,2016-2020,TX,,,Texas,48,Lavaca County,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48285,,,"Lavaca County, Texas",65100,"Lavaca County, Texas",21049
G4802870,2016-2020,TX,,,Texas,48,Lee County,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48287,,,"Lee County, Texas",59200,"Lee County, Texas",28957
G4802890,2016-2020,TX,,,Texas,48,Leon County,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48289,,,"Leon County, Texas",70200,"Leon County, Texas",14218
G4802910,2016-2020,TX,,,Texas,48,Liberty County,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48291,,,"Liberty County, Texas",82700,"Liberty County, Texas",5585
G4802930,2016-2020,TX,,,Texas,48,Limestone County,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48293,,,"Limestone County, Texas",62400,"Limestone County, Texas",6878
G4802950,2016-2020,TX,,,Texas,48,Lipscomb County,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48295,,,"Lipscomb County, Texas",,"Lipscomb County, Texas",
G4802970,2016-2020,TX,,,Texas,48,Live Oak County,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48297,,,"Live Oak County, Texas",44100,"Live Oak County, Texas",25148
G4802990,2016-2020,TX,,,Texas,48,Llano County,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48299,,,"Llano County, Texas",66300,"Llano County, Texas",14630
G4803010,2016-2020,TX,,,Texas,48,Loving County,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48301,,,"Loving County, Texas",,"Loving County, Texas",
G4803030,2016-2020,TX,,,Texas,48,Lubbock County,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48303,,,"Lubbock County, Texas",38100,"Lubbock County, Texas",7461
G4803050,2016-2020,TX,,,Texas,48,Lynn County,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48305,,,"Lynn County, Texas",,"Lynn County, Texas",
G4803070,2016-2020,TX,,,Texas,48,McCulloch County,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48307,,,"McCulloch County, Texas",53500,"McCulloch County, Texas",16146
G4803090,2016-2020,TX,,,Texas,48,McLennan County,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48309,,,"McLennan County, Texas",58700,"McLennan County, Texas",6379
G4803110,2016-2020,TX,,,Texas,48,McMullen County,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48311,,,"McMullen County, Texas",101600,"McMullen County, Texas",56431
G4803130,2016-2020,TX,,,Texas,48,Madison County,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48313,,,"Madison County, Texas",70500,"Madison County, Texas",19833
G4803150,2016-2020,TX,,,Texas,48,Marion County,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48315,,,"Marion County, Texas",53400,"Marion County, Texas",7385
G4803170,2016-2020,TX,,,Texas,48,Martin County,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48317,,,"Martin County, Texas",61900,"Martin County, Texas",47543
G4803190,2016-2020,TX,,,Texas,48,Mason County,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48319,,,"Mason County, Texas",45100,"Mason County, Texas",9938
